mean	median	sd	mad	q5	q95	rhat	ess_bulk	ess_tail	2.5%	97.5%	group	country
1.18169339625	1.18163	0.00570449655211571	0.00563388000000004	1.17237	1.19126	1.00099070472995	12552.2138960891	5673.3032942624	1.17082975	1.19319025	BQ.1	Israel
1.21581170125	1.21574	0.00531268507170172	0.00542631599999999	1.20725	1.2244705	0.999988393075719	10533.2815448166	5583.5596327839	1.20557975	1.22629025	BQ.1.1	Israel
1.181244315	1.18074	0.0159261390721039	0.0157155599999999	1.1558095	1.20853	1.00010908844149	12286.079292748	5845.43307081768	1.1507895	1.21490075	XBB	Israel
1.19195328625	1.19179	0.0123615921014638	0.01237971	1.172109	1.2126105	1.00071697374178	10659.9998136705	5728.6278930551	1.16815	1.21613025	XBB.1	Israel
1.1565514675	1.15641	0.0076480735973291	0.00754643400000006	1.1440895	1.1692205	1.0010198884001	11277.184426406	5791.43854625262	1.14188875	1.1715	BA.2.75	Malaysia
1.305525245	1.30326	0.0370851980334354	0.0369760440000003	1.2480825	1.3687615	1.00028612741085	12210.9384971881	6088.66305025981	1.2385	1.38154025	BQ.1	Malaysia
1.27569319125	1.27355	0.031523890345042	0.031030818	1.227669	1.3305205	0.999890799545255	10594.233545118	5222.47433354527	1.21935075	1.343233	BQ.1.1	Malaysia
1.3150573525	1.313265	0.033816286928024	0.0333436740000002	1.263058	1.3735505	0.999864000887625	10526.6641719975	5753.87554297615	1.25366975	1.385392	XBB	Malaysia
1.32484753625	1.32423	0.0191874671075728	0.019444299	1.2944195	1.357202	1.0008070436146	10614.1640791628	5882.52458374489	1.28895925	1.363611	XBB.1	Malaysia
1.14019322125	1.13958	0.0165555339312575	0.016449447	1.11404	1.168431	1.00039806003776	15433.9021553121	5559.1801180876	1.10963975	1.175171	BA.2.75	Peru
1.36687587875	1.36309	0.0471794009527684	0.046412793	1.298136	1.449633	1.0017126455378	9942.9043048691	4933.82467848206	1.28617725	1.470662	BQ.1	Peru
1.30144166875	1.29919	0.0279985946592081	0.0278135760000002	1.2589495	1.350452	1.00005568428798	10699.0460706732	4468.45449864349	1.2523495	1.36126225	BQ.1.1	Peru
1.53300103125	1.527635	0.0716371585459292	0.0709275839999998	1.425429	1.6582605	0.999806743613439	9716.07953466153	5304.71719995073	1.407654	1.68708525	XBB	Peru
1.2690350175	1.25933	0.151997661250512	0.123344907	1.0446925	1.5184245	1.00024657130483	9638.06709199747	5021.14549217903	0.9914993	1.61110125	XBB.1	Peru
1.0601010425	1.06006	0.00370243287776369	0.00379545599999985	1.05407	1.0662505	0.999906234962264	10766.3733385898	5609.3702988464	1.05294975	1.067371	BA.2.75	Singapore
1.35046095875	1.349565	0.0252991804251555	0.0245444429999998	1.3098985	1.394771	1.00001708575694	11801.2142054714	6201.65491443284	1.3030485	1.40277025	BQ.1	Singapore
1.37463670875	1.373115	0.0278012324658638	0.0269907329999999	1.3307295	1.4221435	1.0004662116003	10611.998790891	5357.86903928254	1.32316675	1.43212125	BQ.1.1	Singapore
1.17450338375	1.17442	0.00786384376546113	0.00788743199999999	1.1618495	1.1876	1.00050074566239	9735.22786609507	5638.55207954673	1.15906975	1.18995	XBB	Singapore
1.1794668725	1.17943	0.00578498290811215	0.00572283599999996	1.16997	1.1891	1.00058397282	8608.59356857872	5687.14495100724	1.16804975	1.19106025	XBB.1	Singapore
